index,x,y,t_seconds,stroke
779,284,310,25.398356676101685,23
780,287,328,25.414491891860962,23
781,289,348,25.43017554283142,23
782,296,372,25.446027517318726,23
783,310,394,25.461858987808228,23
784,318,408,25.47800040245056,23
785,324,412,25.49356722831726,23
786,333,416,25.5110981464386,23
787,346,419,25.52716040611267,23
788,398,423,25.560142755508423,23
789,443,423,25.57573938369751,23
790,492,421,25.600289344787598,23
791,515,415,25.62287187576294,23
792,519,410,25.64020848274231,23
793,533,387,25.671281099319458,23
794,546,366,25.688140392303467,23
795,588,308,25.72000217437744,23
796,595,286,25.73612689971924,23
797,598,259,25.760127067565918,23
798,599,243,25.775994300842285,23
799,592,223,25.801249742507935,23
800,586,207,25.81671452522278,23
801,570,187,25.84052848815918,23
802,546,169,25.86361527442932,23
803,526,163,25.88095259666443,23
804,318,253,26.02714228630066,24
805,311,264,26.042794704437256,24
806,302,292,26.072986364364624,24
807,301,307,26.09160351753235,24
808,304,355,26.120829105377197,24
809,312,380,26.13782238960266,24
810,322,396,26.154179334640503,24
811,348,426,26.185827255249023,24
812,367,440,26.202003479003906,24
813,416,462,26.233076572418213,24
814,459,466,26.251495838165283,24
815,480,463,26.268770933151245,24
816,501,446,26.294681787490845,24
817,510,429,26.316142082214355,24
818,516,414,26.332780361175537,24
819,521,383,26.35796594619751,24
820,522,364,26.373646020889282,24
821,524,347,26.390470504760742,24
822,525,331,26.405672311782837,24
823,525,315,26.42143416404724,24
824,525,306,26.443305492401123,24
825,524,298,26.469111919403076,24
826,523,291,26.484967470169067,24
827,519,282,26.500988721847534,24
828,508,264,26.523834943771362,24
829,494,247,26.548643589019775,24
830,486,238,26.56894540786743,24
831,474,227,26.59621286392212,24
832,464,221,26.612311363220215,24
833,457,216,26.628173828125,24
834,454,215,26.644033432006836,24
835,451,214,26.660818099975586,24
836,448,213,26.677002668380737,24
837,436,211,26.70808219909668,24
838,422,213,26.72360324859619,24
839,340,284,26.87177562713623,25
840,340,303,26.891422986984253,25
841,342,314,26.907525300979614,25
842,348,328,26.92302966117859,25
843,359,349,26.951545238494873,25
844,369,365,26.967679977416992,25
845,386,384,26.990308046340942,25
846,401,396,27.00746989250183,25
847,420,408,27.029999256134033,25
848,431,413,27.046111345291138,25
849,443,414,27.062185525894165,25
850,456,413,27.078278064727783,25
851,470,409,27.095155715942383,25
852,479,402,27.11032795906067,25
853,484,396,27.126322984695435,25
854,492,385,27.14245080947876,25
855,498,376,27.15861487388611,25
856,502,369,27.17458438873291,25
857,505,363,27.19077754020691,25
858,508,356,27.206668376922607,25
859,512,345,27.222719430923462,25
860,519,330,27.23998498916626,25
861,527,313,27.272207975387573,25
862,530,296,27.30075979232788,25
863,530,283,27.319358825683594,25
864,527,272,27.336272478103638,25
865,518,255,27.360074043273926,25
866,510,242,27.382930040359497,25
867,498,230,27.39866542816162,25
